latitude,longitude,rwi,error
-22.6647094,-46.9226074,0.325,0.441
-28.9120143,-51.0974121,0.026,0.410
-14.0833011,-42.8796387,-0.460,0.402
-8.6570568,-67.4230957,-0.448,0.414
-7.6783293,-34.9035645,0.102,0.456
-27.1471444,-50.4602051,0.197,0.396
-25.3142351,-51.1853027,-0.463,0.385
-22.8470703,-54.6130371,-0.035,0.498
-22.7863104,-43.3190918,1.497,0.435
-3.4585910,-54.5471191,-0.237,0.366
-23.3523422,-46.1535645,1.136,0.444
-23.0696240,-48.0432129,-0.512,0.405
-11.9640971,-39.9133301,-0.505,0.470
-20.2518900,-42.3522949,-0.572,0.458
-4.4669035,-45.0549316,-0.463,0.456
-5.4957038,-44.4177246,-0.284,0.414
-11.7275454,-61.3146973,-0.221,0.497
-11.1891794,-37.7380371,-0.328,0.415
-7.7001044,-67.0495605,-0.440,0.438
-29.5256700,-51.0095215,0.709,0.426
-25.4135082,-52.6574707,-0.395,0.436
-10.1527460,-43.8024902,-0.563,0.339
-4.0286586,-45.7360840,-0.422,0.390
-11.9426009,-38.7707520,-0.496,0.394
-21.2996102,-42.8796387,-0.279,0.424
-21.7288855,-45.6042480,-0.893,0.365
-3.4805234,-59.9523926,-0.516,0.392
-2.9540126,-40.8581543,-0.095,0.403
-29.5256700,-53.5363770,0.150,0.418
-14.9553991,-42.2204590,-0.585,0.364
-16.0352546,-57.6452637,0.776,0.559
-5.1018870,-42.7038574,0.329,0.476
-30.3633958,-51.6247559,-0.237,0.402
-22.0143603,-43.0554199,-0.244,0.440
-22.0550957,-47.8015137,0.521,0.430
-7.5476555,-35.1452637,-0.629,0.373
-3.6121068,-44.0881348,-0.496,0.351
-23.3523422,-51.9104004,0.431,0.451
-6.3698938,-38.5070801,-0.555,0.364
-3.6778914,-41.0339355,-0.489,0.423
-6.3043786,-38.7268066,-0.656,0.363
-26.2047338,-52.4597168,-0.414,0.416
-7.8089630,-40.4626465,-0.535,0.398
-7.0027636,-35.9362793,-0.483,0.360
-30.0786009,-51.1413574,0.893,0.403
-4.8611009,-43.1213379,-0.845,0.374
-22.2179198,-48.6145020,-0.020,0.376
-12.1360050,-61.8640137,0.592,0.590
-15.4854449,-47.0983887,0.412,0.465
-28.5845213,-49.1857910,-0.436,0.433
-6.7191648,-42.4182129,-0.769,0.368
-29.9644524,-52.9870605,-0.590,0.361
-6.5882169,-51.0974121,0.309,0.480
-24.3971326,-53.9538574,-0.071,0.445
-19.9836736,-40.5725098,-0.070,0.421
-5.2113056,-43.2312012,-0.613,0.334
-4.9048867,-43.5827637,-0.516,0.363
-7.5476555,-36.1120605,-0.503,0.386
-8.7873681,-37.7380371,-0.906,0.345
-28.4300525,-49.1857910,1.189,0.460
-4.5107140,-45.1428223,-0.312,0.414
-3.5024552,-49.8889160,-0.601,0.369
-7.8307313,-39.1662598,-0.858,0.449
-26.4607376,-49.0319824,0.814,0.406
-8.2875987,-36.6833496,-0.430,0.430
-20.4578958,-40.3747559,0.453,0.443
-18.8647066,-48.2629395,1.160,0.433
-23.0089639,-47.4938965,0.749,0.470
-1.8783255,-49.4055176,-0.396,0.392
-0.8019758,-47.7795410,-0.264,0.357
-12.5438394,-38.9685059,0.144,0.421
-21.1972157,-45.0549316,0.462,0.465
-27.4790343,-54.0856934,0.071,0.459
-23.7752908,-46.3732910,0.643,0.461
-18.5733616,-46.4611816,0.272,0.416
-10.4337931,-45.2526855,-0.607,0.340
-10.9519780,-61.9958496,0.006,0.507
-1.7026302,-47.0324707,-0.049,0.387
-14.6367386,-42.1765137,-0.158,0.373
-26.9122734,-52.5476074,-0.737,0.415
-15.9296380,-47.7795410,0.686,0.480
-4.9267785,-42.4401855,-0.126,0.443
-20.3343253,-42.7038574,0.010,0.435
-2.9540126,-43.3190918,-0.755,0.327
-12.2219175,-41.6271973,-0.340,0.405
-6.3698938,-38.9685059,-0.609,0.373
-21.2996102,-42.6818848,-0.664,0.406
-3.9409805,-46.1096191,-0.123,0.428
-3.4366581,-51.0534668,-0.756,0.329
-22.5227053,-47.4279785,0.019,0.406
-25.9481659,-49.9768066,-0.643,0.342
-3.2392398,-46.3293457,-0.668,0.325
-11.0166883,-45.1867676,-0.119,0.412
-14.1472288,-42.7917480,-0.776,0.387
-5.2113056,-39.0124512,-0.269,0.399
-22.2585964,-49.5373535,0.337,0.395
-29.2576481,-51.5808105,-0.298,0.419
-8.5267005,-35.6286621,-0.453,0.374
-22.6444321,-43.0773926,0.522,0.449
-27.8487900,-52.8771973,-0.364,0.451
-3.0856655,-39.6716309,-0.066,0.458
-10.7793483,-42.8356934,-0.417,0.337
-15.0402957,-42.2204590,-0.281,0.369
-17.0042615,-41.3854980,-0.180,0.374
-2.0320445,-50.9655762,-0.650,0.341
-23.0898380,-52.8112793,-0.220,0.423
-3.7875216,-54.2614746,-0.340,0.361
-4.5107140,-40.1770020,-0.345,0.425
-21.1562380,-55.0964355,-0.449,0.474
-20.2312743,-44.1979980,0.419,0.425
-23.4934763,-53.0749512,0.726,0.458
-29.0273543,-51.9763184,-0.621,0.423
-3.6998186,-61.5563965,-0.339,0.406
-14.0833011,-39.0783691,-0.702,0.431
-12.2648633,-63.5119629,-0.842,0.452
-27.2057853,-53.4924316,-0.846,0.391
-26.1455758,-48.9001465,0.665,0.435
-5.4519589,-39.7814941,-0.906,0.389
-26.1061204,-49.2736816,-0.312,0.437
-29.3151407,-49.8010254,-0.209,0.441
-15.5066188,-56.4587402,-0.389,0.476
-15.2947823,-39.4958496,-0.201,0.382
-4.7735207,-48.1091309,-0.245,0.415
-9.0695511,-43.1872559,-0.376,0.349
-28.4107280,-52.1301270,-0.612,0.416
-18.4691886,-42.4401855,-0.218,0.347
-2.7126091,-45.0329590,-0.642,0.353
-14.9978516,-41.6491699,-0.862,0.408
-21.4428427,-43.6706543,-0.189,0.450
-14.1898373,-39.2761230,-0.523,0.388
-4.7516240,-40.3308105,-0.678,0.394
-7.2643942,-36.8371582,-0.733,0.360
-8.5049700,-41.1877441,-0.843,0.375
-29.4682962,-51.8664551,-0.051,0.387
-5.9985331,-48.9221191,-0.692,0.361
-4.5545219,-37.6940918,0.215,0.432
-14.2111385,-40.0231934,-0.391,0.347
-3.6778914,-63.0065918,-0.890,0.385
-9.8065034,-62.0617676,-0.616,0.412
-10.3689583,-39.8254395,-0.223,0.414
-4.6859294,-39.8474121,-0.459,0.403
-3.2173020,-41.1877441,-0.505,0.404
-1.7245930,-47.3840332,-0.342,0.377
-16.3306825,-45.3625488,-0.474,0.350
-3.7436712,-42.6599121,-0.447,0.360
-23.7551814,-45.8679199,1.022,0.441
-29.6403199,-52.6574707,-0.387,0.444
-2.8442900,-42.9675293,-0.107,0.418
-1.0436434,-47.1862793,-0.660,0.387
-2.1637921,-45.6481934,-0.456,0.351
-6.7409861,-39.2980957,-0.703,0.399
-20.6225019,-43.2312012,-0.651,0.388
-26.7946541,-52.7453613,-0.194,0.414
-24.1367278,-51.9982910,0.039,0.425
-16.4150090,-49.1857910,-0.114,0.595
-9.9580298,-55.8435059,0.318,0.498
-6.6536952,-49.8669434,-0.814,0.364
-6.7191648,-34.9255371,0.286,0.434
-20.6430652,-49.6691895,0.376,0.432
-10.0662199,-67.7526855,0.848,0.544
-2.7126091,-59.6667480,-0.608,0.425
-9.0912484,-42.9455566,-0.902,0.365
-7.6783293,-35.2111816,-0.439,0.408
-7.9177932,-34.9255371,0.677,0.431
-25.0955481,-51.8225098,0.333,0.444
-20.2312743,-40.4846191,0.255,0.398
-29.1041762,-51.4489746,0.732,0.451
-12.5009395,-44.7473145,-0.261,0.390
-22.1568828,-56.3049316,-0.760,0.412
-22.9280413,-43.3190918,1.060,0.460
-24.6969338,-53.8659668,-0.402,0.452
-15.2735868,-41.8469238,-0.161,0.352
-27.3620101,-49.8010254,0.060,0.414
-7.0463790,-38.9904785,-0.744,0.395
-28.9889219,-54.5251465,-0.123,0.399
-7.9613173,-35.1232910,-0.118,0.425
-14.0406726,-42.6818848,-0.582,0.395
-25.3340963,-49.5373535,0.177,0.428
-8.9176335,-41.4294434,0.526,0.458
-26.5393939,-48.9660645,-0.334,0.410
-27.4400400,-53.9758301,0.406,0.450
-4.3135463,-39.2761230,0.014,0.399
-7.8960294,-37.0788574,-0.117,0.425
-20.4167166,-41.8688965,-0.525,0.444
-6.8718928,-36.9250488,0.729,0.466
-10.0662199,-67.7746582,0.803,0.546
-20.9101341,-49.2517090,0.401,0.470
-7.1990006,-39.4519043,0.399,0.438
-22.4821059,-41.9348145,0.387,0.457
-4.8392069,-41.1437988,-1.014,0.324
-8.2223637,-35.9362793,-0.333,0.394
-22.6849838,-45.8239746,-0.091,0.430
-29.2384766,-52.5036621,-0.608,0.394
-31.4005349,-52.9211426,-0.883,0.393
-1.9442068,-46.4392090,-0.247,0.360
-12.6724962,-39.7375488,-0.712,0.369
-25.4531946,-54.2395020,0.054,0.462
-30.4770825,-50.4602051,0.336,0.439
-24.6170569,-54.0856934,-0.413,0.443
-3.3050503,-39.2980957,-0.675,0.427
-24.3370866,-47.3840332,-0.662,0.396
-25.4333530,-54.4152832,0.735,0.447
-16.9622326,-49.1857910,-0.375,0.435
-17.4030627,-41.8469238,-0.582,0.366
-21.2791370,-50.3283691,0.974,0.426
-18.4483464,-50.4602051,1.549,0.445
-28.7387635,-52.0202637,-0.242,0.411
-4.6421296,-56.1730957,-0.419,0.388
-28.7580278,-50.8117676,-0.394,0.403
-10.9519780,-38.0676270,-0.499,0.385
-18.5733616,-41.8908691,-0.130,0.460
-9.7198857,-37.9577637,-0.671,0.350
-24.6969338,-48.1530762,-0.087,0.463
-19.8597269,-43.8684082,1.520,0.432
-29.6403199,-51.3610840,-0.035,0.437
-28.7965458,-51.6027832,0.947,0.463
-20.5813670,-42.2863770,-0.479,0.379
-28.9889219,-49.5373535,0.575,0.426
-3.9629009,-46.6369629,-0.540,0.343
-8.6136097,-37.0788574,-0.109,0.423
-25.2347581,-50.2185059,-0.004,0.404
-4.6202287,-42.8356934,-0.060,0.420
-21.3814746,-46.3732910,-0.993,0.522
-23.4128467,-51.4709473,0.998,0.430
-31.3630180,-52.6135254,-0.496,0.389
-30.1546268,-50.2404785,0.140,0.440
-1.8783255,-44.7253418,-0.800,0.330
-12.1574857,-39.2321777,0.319,0.458
-23.7149531,-45.4724121,-0.200,0.449
-3.3269861,-46.8347168,-0.580,0.344
-25.7899992,-49.4494629,-0.245,0.406
-15.4854449,-56.1950684,-0.207,0.487
-20.7663865,-49.3615723,0.817,0.428
-23.4733235,-45.5603027,-0.141,0.439
-29.6594156,-52.5036621,-0.310,0.420
-24.4771496,-53.9978027,0.009,0.422
-5.9766803,-39.0783691,-0.597,0.382
-5.2769476,-39.6276855,-0.342,0.422
-29.0465652,-55.1403809,0.376,0.457
-20.3343253,-42.8796387,-0.305,0.414
-7.0245718,-55.4040527,0.241,0.490
-7.2425974,-38.4851074,-0.547,0.366
-8.1353671,-36.3537598,-0.015,0.420
-27.5180148,-53.0749512,-0.419,0.385
-22.1772314,-42.3522949,0.054,0.414
-9.0044514,-36.9030762,-0.899,0.360
-7.3079846,-38.9904785,0.515,0.437
-3.6121068,-43.4948730,-0.497,0.352
-19.7977172,-41.1437988,-0.594,0.368
-4.2258996,-38.6608887,0.137,0.436
-17.1092924,-41.3854980,-0.569,0.467
-1.8344033,-47.6257324,0.045,0.446
-20.1694109,-41.8469238,-0.271,0.408
-3.4585910,-41.2756348,-0.787,0.325
-25.1353386,-50.7458496,-0.363,0.370
-15.8239658,-42.9675293,-0.834,0.363
-9.1563324,-36.4196777,-0.505,0.419
-22.6444321,-47.4060059,0.025,0.439
-8.5918843,-41.3635254,-0.456,0.367
-16.8360897,-49.1198730,-0.866,0.442
-21.8716943,-52.7014160,-0.102,0.419
-7.1117945,-36.9470215,-0.472,0.377
-13.1864679,-42.9455566,-0.688,0.420
-11.2969342,-39.8913574,-0.791,0.361
-6.7409861,-41.5612793,-0.728,0.361
-31.5317257,-52.2399902,-0.149,0.375
-22.6038685,-48.2189941,0.042,0.451
-13.0580745,-41.0339355,-0.816,0.323
-17.9682826,-41.2756348,-0.513,0.337
-13.7420528,-41.7370605,-0.023,0.457
-6.2388552,-64.2590332,-0.950,0.390
-13.5712413,-42.0227051,-0.886,0.355
-13.5925995,-44.1101074,-0.467,0.333
-3.5901776,-39.5837402,-0.572,0.396
-3.7217452,-49.2956543,-0.543,0.330
-18.1354112,-42.7917480,-0.535,0.376
-8.0918616,-71.2902832,-0.910,0.429
-21.2177003,-50.4602051,1.275,0.430
-3.2173020,-39.6276855,-0.067,0.441
-6.7628064,-52.0422363,-0.013,0.335
-8.2658549,-40.5065918,-0.732,0.386
-9.1997151,-71.8835449,-0.801,0.423
-1.5708481,-54.2395020,-0.109,0.430
-6.3480564,-41.9348145,-0.241,0.365
-2.4272521,-45.3186035,-0.106,0.338
-29.2384766,-52.4816895,-0.510,0.403
-25.5721751,-49.2517090,0.268,0.449
-28.3720684,-52.2399902,-0.349,0.405
-4.0505767,-38.1994629,0.886,0.507
-25.3539542,-51.3391113,-0.083,0.430
-24.9362569,-51.0974121,-0.517,0.364
-5.6925158,-40.5065918,-0.586,0.423
-5.6050520,-51.3391113,-0.885,0.368
-12.1789647,-51.5148926,0.579,0.509
-7.6783293,-66.0827637,-0.763,0.405
-26.5590496,-52.1301270,-0.935,0.358
-20.2725029,-44.0222168,-0.477,0.429
-9.0912484,-37.4963379,-0.301,0.346
-16.6888167,-49.2517090,1.447,0.440
-10.0445848,-51.1193848,-0.762,0.393
-14.0833011,-39.3640137,-0.505,0.395
-2.5589632,-49.3835449,-0.662,0.332
-28.7772886,-51.7126465,-0.044,0.401
-3.1295462,-39.9572754,-0.034,0.357
-5.1894234,-43.4289551,0.074,0.352
-2.8662354,-57.0080566,-0.130,0.466
-21.6676382,-43.3410645,0.861,0.428
-21.8309063,-43.1872559,0.040,0.460
-19.8803914,-40.8801270,0.591,0.523
-25.8493365,-52.7233887,0.075,0.482
-23.9762142,-46.1975098,1.052,0.436
-7.1990006,-40.3967285,-0.527,0.354
-18.5317000,-40.6823730,-0.488,0.414
-13.1650736,-39.4738770,-0.516,0.444
-7.8307313,-35.6726074,-0.485,0.395
-27.5569815,-49.4494629,-0.365,0.399
-22.2179198,-54.8547363,0.826,0.467
-20.5196439,-41.8908691,-0.433,0.456
-26.2244465,-52.3278809,-0.537,0.362
-10.3905714,-36.9470215,0.048,0.472
-27.4010320,-52.7014160,-0.535,0.408
-9.5032437,-37.5842285,-0.440,0.397
-4.7078283,-38.1774902,-0.097,0.360
-4.0505767,-40.8361816,-0.277,0.431
-2.0759616,-49.3835449,-0.433,0.396
-16.0352546,-48.0871582,0.471,0.430
-14.4453192,-44.5275879,-0.882,0.347
-28.4686909,-55.6018066,-0.591,0.384
-22.6241518,-46.6589355,0.081,0.430
-19.1555462,-47.6696777,0.922,0.477
-13.5285192,-39.9572754,0.858,0.492
-31.4192877,-52.6794434,0.465,0.463
-29.1809408,-51.0974121,0.152,0.436
-22.2992611,-45.3845215,0.223,0.478
-19.4458740,-43.8464355,0.463,0.432
-7.5912178,-40.2429199,-0.469,0.374
-13.8274120,-39.3640137,-0.363,0.374
-5.3863356,-42.7038574,-0.039,0.389
-15.2947823,-49.5812988,0.226,0.454
-9.9363874,-43.4069824,-0.256,0.367
-28.7580278,-51.3830566,0.167,0.455
-12.2004420,-37.8479004,-0.790,0.421
-24.2169091,-53.3166504,-0.238,0.449
-21.8920839,-46.4172363,0.073,0.409
-22.1365313,-47.6696777,0.561,0.420
-8.5484296,-35.3869629,0.324,0.373
-4.8829942,-42.8576660,0.038,0.402
-6.6536952,-37.6501465,-0.569,0.384
-16.8781467,-49.7790527,-0.806,0.428
-20.4578958,-40.6164551,0.550,0.447
-21.7084727,-45.2746582,0.676,0.429
-7.3079846,-41.5832520,-0.626,0.347
-3.9190595,-40.8581543,-0.294,0.433
-4.7954168,-44.3298340,-0.312,0.394
-6.2606973,-36.5075684,0.806,0.426
-4.0286586,-44.8571777,0.045,0.366
-25.6118091,-53.3825684,-0.556,0.448
-12.3721972,-39.1442871,0.072,0.437
-26.8926787,-53.1408691,-0.001,0.426
-25.3340963,-49.3615723,-0.093,0.431
-22.2382596,-44.9011230,0.312,0.445
-20.1694109,-42.0446777,-0.284,0.430
-21.1357449,-43.4509277,-0.691,0.354
-10.3689583,-36.7492676,0.578,0.459
-11.2538371,-37.4304199,0.620,0.487
-31.0999813,-52.2180176,0.064,0.362
-31.7935547,-52.4157715,0.548,0.445
-26.0666517,-51.1193848,-0.500,0.378
-4.3135463,-40.1550293,0.451,0.457
-5.1456567,-41.8469238,-1.161,0.339
-22.3399141,-46.9226074,1.407,0.418
-5.4519589,-49.9328613,-0.553,0.357
-2.7784514,-43.4509277,-1.026,0.363
-3.5024552,-41.1218262,-0.350,0.463
-6.1733235,-57.3815918,-0.453,0.378
-10.2392486,-61.9958496,-0.406,0.478
-12.9296144,-38.6389160,0.611,0.467
-14.5516838,-42.2424316,-0.185,0.398
-8.7656527,-36.4636230,-0.400,0.397
-12.5438394,-44.0002441,-0.487,0.379
-27.2839252,-53.3386230,-0.215,0.379
-26.4607376,-50.8776855,-0.296,0.395
-1.9222467,-54.6789551,-0.355,0.385
-5.6050520,-37.2985840,0.019,0.395
-3.7875216,-45.5383301,-0.936,0.366
-20.5402210,-40.6604004,-0.369,0.374
-4.7516240,-45.4943848,-0.133,0.342
-1.1974226,-47.4938965,-0.343,0.379
-26.7946541,-52.1081543,-0.046,0.421
-23.9962894,-49.6691895,-0.735,0.384
-8.0918616,-40.4187012,-0.370,0.435
-4.6202287,-44.7473145,-0.299,0.429
-15.8873757,-47.7795410,0.730,0.484
-9.1780244,-41.0339355,-0.535,0.403
-29.4682962,-54.7229004,-0.144,0.426
0.8239462,-59.4909668,-0.370,0.445
-17.4030627,-41.5832520,-0.777,0.323
-3.8971380,-40.8142090,-0.463,0.389
-7.7218784,-43.1433105,-0.691,0.368
-10.6282159,-42.7038574,-0.764,0.338
-1.4390576,-47.0764160,-0.200,0.355
-8.5484296,-63.5559082,-1.094,0.435
-3.5901776,-43.6926270,-0.330,0.394
-17.7800738,-47.0983887,0.687,0.480
-17.8637468,-40.3308105,1.008,0.477
-25.5919938,-53.9099121,-0.510,0.437
-28.1010575,-49.1198730,-0.131,0.414
-1.4829887,-47.8674316,-0.370,0.407
-23.3926816,-46.8347168,0.463,0.447
-11.2753865,-45.0109863,-0.234,0.362
-8.3962996,-41.8029785,-0.041,0.382
-6.0422360,-36.4196777,-0.097,0.439
-7.6565531,-35.1013184,1.119,0.493
-21.0947502,-45.8459473,0.093,0.440
-20.0249676,-40.2429199,0.130,0.414
-12.0930384,-41.1218262,-0.399,0.394
-4.5107140,-40.5944824,-0.509,0.451
-6.7409861,-35.6286621,0.738,0.479
-12.7153674,-42.7038574,-0.040,0.378
-17.1092924,-49.6911621,-0.596,0.444
-16.0352546,-42.7917480,-0.655,0.354
-8.3962996,-35.0134277,0.710,0.471
-18.9270721,-46.0876465,-0.243,0.403
-8.2441099,-39.3859863,-0.355,0.353
-9.4815719,-36.4416504,-0.254,0.415
-28.6231031,-49.5373535,-0.350,0.419
-2.9320690,-41.8029785,0.384,0.431
-26.8534790,-49.9768066,-0.676,0.434
-28.2560052,-54.5471191,-0.383,0.376
-8.0265947,-34.9914551,1.214,0.416
-8.5484296,-36.0021973,-0.624,0.336
-27.7127098,-54.5031738,-0.525,0.354
-21.2177003,-43.2531738,-0.021,0.402
-3.8094460,-40.7043457,-0.302,0.454
-10.2824911,-37.5622559,-0.394,0.390
-14.2324377,-42.9675293,-0.244,0.414
-8.8090822,-35.2551270,-0.641,0.369
-8.3745618,-35.3869629,-0.648,0.426
-2.1198775,-49.0539551,-0.317,0.429
-3.1295462,-40.8142090,0.203,0.451
-10.4986143,-39.5617676,-0.642,0.405
-21.6267923,-48.8122559,0.875,0.483
-21.7492955,-41.9567871,-0.363,0.406
-8.5049700,-35.6726074,-0.315,0.359
-14.4027591,-39.1442871,-0.511,0.348
-9.5249141,-38.2214355,-0.175,0.397
-27.8099273,-52.8771973,-0.665,0.422
-14.3601909,-41.9787598,-0.484,0.413
-26.9710372,-51.3610840,-0.358,0.410
-27.9652945,-52.9870605,0.514,0.429
-5.3207052,-41.5393066,0.881,0.480
-21.8920839,-42.7917480,-0.182,0.424
-27.3424940,-49.8669434,-0.445,0.422
-23.8155005,-45.5383301,1.014,0.462
-24.6170569,-47.7795410,-0.381,0.395
-1.7026302,-48.0432129,-0.637,0.355
-8.6787785,-44.2858887,-0.654,0.359
-27.4790343,-53.2507324,-0.652,0.420
-5.4738318,-35.4748535,-0.511,0.420
-3.3708564,-52.7233887,-0.176,0.404
-3.3927908,-44.2858887,-0.388,0.412
-2.9320690,-69.6862793,-0.379,0.585
-9.7848511,-38.3312988,-0.954,0.412
-18.4900283,-48.4387207,-0.005,0.476
-4.4669035,-45.5822754,-0.523,0.326
-28.3913999,-49.2736816,0.674,0.447
-15.8662413,-45.1867676,-0.217,0.466
-4.3792747,-45.7141113,-0.550,0.349
-22.3195891,-42.5720215,-0.541,0.441
-7.1117945,-35.1452637,-0.494,0.439
-8.4180361,-38.7268066,-0.379,0.410
-25.0358382,-47.9992676,-0.593,0.419
-26.8534790,-52.0861816,0.126,0.368
-20.2725029,-44.0441895,-0.517,0.420
-21.9939882,-46.1535645,-0.675,0.480
-23.1908622,-45.6921387,-0.435,0.446
-28.1591892,-55.0305176,-0.335,0.422
-22.9280413,-47.2961426,0.297,0.461
-12.3507339,-44.9450684,-0.441,0.403
-18.4066544,-42.7697754,-0.563,0.368
-26.7750390,-53.5363770,0.286,0.429
-0.2087398,-48.9660645,-0.172,0.396
-7.6783293,-66.1486816,-0.838,0.404
-27.5374999,-52.2619629,0.068,0.417
-27.5764596,-53.8220215,-0.600,0.401
-5.4519589,-37.1887207,0.530,0.364
-2.8003980,-44.9890137,-0.233,0.329
-5.1675404,-35.9143066,-0.533,0.413
-20.1694109,-41.4514160,-0.528,0.451
-1.3731595,-48.9221191,-0.693,0.364
-22.6647094,-50.4162598,1.510,0.434
-4.9705600,-39.7595215,-0.748,0.377
-28.3527333,-54.3493652,-0.340,0.393
-4.9267785,-37.0788574,0.016,0.440
-22.8673176,-48.7243652,-0.036,0.424
-20.0662507,-54.7009277,-0.627,0.409
-6.7409861,-38.9465332,-0.326,0.411
-18.4691886,-41.9348145,-0.710,0.422
-3.4366581,-58.0627441,-0.977,0.375
-5.1456567,-35.5407715,-0.240,0.433
-20.9306583,-48.6364746,0.281,0.456
2.4931093,-50.9436035,0.612,0.587
-23.2514401,-46.0217285,0.336,0.442
-15.7393882,-55.4040527,-0.786,0.457
-23.8155005,-53.7121582,-0.121,0.451
-6.8064439,-40.3747559,-0.622,0.359
-29.6021178,-50.9216309,0.929,0.460
-9.4165483,-36.3098145,-0.516,0.445
-6.0859354,-36.6174316,-0.444,0.394
-1.5708481,-47.4499512,-0.165,0.391
-2.8442900,-42.9455566,-0.369,0.388
-25.8295607,-52.7014160,0.069,0.395
-19.9217124,-41.0339355,-0.319,0.405
-27.9846997,-49.2077637,-0.313,0.424
-19.9836736,-42.2863770,-0.547,0.408
-20.0868882,-47.4279785,0.781,0.454
-9.8281543,-67.6647949,-0.761,0.436
-9.8065034,-67.9943848,0.264,0.505
-3.7655967,-57.4255371,-0.860,0.387
-4.8173122,-40.7922363,-0.535,0.410
-13.8487469,-39.4079590,-0.232,0.430
-4.0724942,-44.9450684,-0.367,0.437
-3.4147247,-41.5832520,-0.779,0.369
-26.9122734,-51.0754395,0.243,0.436
-12.8653594,-39.8693848,0.528,0.497
-22.2585964,-43.3410645,0.052,0.443
-22.4821059,-42.2204590,0.652,0.402
-4.1382430,-44.3518066,-0.612,0.343
-22.7255234,-42.8137207,1.047,0.424
-23.6747124,-54.9426270,-0.520,0.426
-23.6344594,-47.6257324,-0.074,0.500
-10.8440961,-45.1867676,-0.517,0.349
-19.5494371,-40.7482910,-0.624,0.402
-4.6202287,-46.6589355,-0.837,0.342
-29.3917473,-51.0095215,0.065,0.466
-30.2305941,-52.7453613,-0.422,0.376
-8.6787785,-37.1667480,-0.844,0.355
-8.9827489,-42.7258301,0.016,0.343
-21.8309063,-53.1628418,-0.023,0.413
-22.5024071,-42.7697754,-0.690,0.416
-10.9088300,-61.8420410,-0.741,0.471
-1.6367402,-50.2404785,-0.866,0.346
-3.4366581,-43.2531738,-0.701,0.355
4.5326183,-60.1721191,-0.591,0.406
-4.2697242,-44.2639160,0.067,0.378
-10.6714043,-38.5290527,-0.355,0.397
-8.5918843,-41.4514160,-0.370,0.336
-25.5325281,-54.5690918,1.396,0.447
-9.6982277,-59.2053223,-0.314,0.399
-15.6970862,-44.5715332,-0.356,0.379
-4.9924497,-45.3845215,0.767,0.533
-27.1080334,-49.8889160,-0.150,0.406
-21.1562380,-46.3513184,-0.348,0.426
-6.3698938,-41.7150879,-0.181,0.423
-25.9679218,-50.8337402,-0.351,0.415
-4.4230904,-54.9426270,-0.381,0.374
-19.4458740,-42.2204590,0.851,0.475
-7.0027636,-38.8806152,-0.395,0.330
-12.9510290,-42.5061035,-0.522,0.364
-28.5652250,-51.8444824,0.258,0.397
-19.1763010,-45.4284668,0.558,0.470
-7.8960294,-40.1110840,-0.238,0.456
-4.2039864,-41.0559082,-0.414,0.370
-7.6347758,-40.1770020,-0.270,0.407
-12.7368003,-39.1882324,0.551,0.478
-21.3200806,-49.0759277,0.114,0.437
-23.5337726,-50.4382324,-0.326,0.464
-9.2647792,-36.5075684,-0.119,0.367
-5.1456567,-43.9782715,-0.611,0.338
-10.7577626,-37.2985840,0.535,0.444
-12.6296178,-47.8454590,-0.277,0.384
-12.1360050,-39.5397949,-0.961,0.451
-14.0619878,-39.4299316,-0.506,0.323
-18.6774709,-40.8361816,0.298,0.403
-14.7005081,-40.0671387,-0.495,0.377
-26.6965447,-52.5256348,-0.371,0.439
-2.3174830,-56.0852051,-0.708,0.386
-8.4615055,-36.1120605,-0.751,0.367
-23.1504616,-49.4055176,0.443,0.425
-4.4449973,-41.2097168,-0.922,0.347
-5.7581050,-44.4396973,0.225,0.335
-7.6129974,-43.0334473,0.492,0.481
-10.0229482,-58.3923340,-0.748,0.379
-7.0463790,-41.5832520,-0.782,0.370
-26.6965447,-49.1418457,0.733,0.436
-15.2311894,-43.2971191,-0.244,0.403
-3.4366581,-59.6887207,-0.613,0.375
-29.3342978,-52.6574707,-0.857,0.402
-5.9548266,-43.0773926,0.118,0.384
-19.4044302,-41.7150879,-0.350,0.418
-8.2006163,-37.2766113,-0.358,0.399
-9.0044514,-44.3078613,-0.361,0.388
-4.8392069,-46.9006348,-0.421,0.436
-1.6147764,-47.7136230,-0.665,0.355
-23.8155005,-47.6037598,-0.222,0.416
-4.7954168,-38.0017090,-0.180,0.422
-3.2611771,-41.3195801,-1.136,0.360
-11.8781020,-58.2385254,-0.762,0.489
-19.6322399,-46.9665527,-0.003,0.465
-23.1908622,-49.4055176,0.780,0.430
-12.2433913,-39.4738770,-0.303,0.411
-16.8781467,-49.2517090,0.801,0.450
-12.2648633,-40.4846191,-0.282,0.423
-13.7420528,-41.8469238,-0.460,0.427
-28.4686909,-52.8332520,0.588,0.407
-2.6467632,-58.0407715,-0.579,0.388
-8.3745618,-35.5847168,-0.325,0.445
-7.7654229,-39.0124512,-0.256,0.425
-6.9591440,-39.1882324,-0.045,0.423
-23.5941939,-47.8894043,-0.702,0.441
-9.5899171,-62.4133301,-0.609,0.445
-6.5008990,-36.0241699,0.161,0.389
-26.4017101,-50.3283691,-0.598,0.375
-2.7565043,-54.3713379,-0.364,0.404
-18.7190968,-44.4396973,0.457,0.410
